gap_id,filename,current_status,current_completion,verdict,recommended_action,evidence_summary,related_gaps,notes
GAP-334,phase-3/GAP-334-multi-fee-structure.md,OPEN,0,KEEP_CURRENT,No change,Multi-fee structure P1 — Phase 3 K-12,GAP-292 GAP-335 GAP-297,K-12 fee scope
GAP-335,phase-3/GAP-335-public-private-fee-compliance.md,OPEN,0,KEEP_CURRENT,No change,Public/private fee compliance P1 LEGAL — Phase 3 K-12,GAP-334 GAP-336,K-12 LEGAL
GAP-336,phase-3/GAP-336-moet-financial-report-tt107-tt200.md,OPEN,0,KEEP_CURRENT,No change,MOET financial report TT107/TT200 P1 — Phase 3 K-12 LEGAL,GAP-314 GAP-335 GAP-315,K-12 MOET
GAP-337,phase-3/GAP-337-emergency-broadcast-multi-channel.md,OPEN,0,KEEP_CURRENT,No change,Emergency broadcast multi-channel P1 — Phase 3 K-12,GAP-063b GAP-322 GAP-339,K-12 ops
GAP-338,phase-3/GAP-338-parent-teacher-meeting-coordination.md,OPEN,0,KEEP_CURRENT,No change,Parent-teacher meeting coordination P2 — Phase 3 K-12,GAP-321 GAP-303,K-12 parent
GAP-339,phase-3/GAP-339-complaint-escalation-4-level.md,OPEN,0,KEEP_CURRENT,No change,Complaint escalation 4-level P0 LEGAL — Phase 3 K-12,GAP-316 GAP-322 GAP-337,K-12 LEGAL
GAP-340,phase-3/GAP-340-moet-inter-school-transfer-api.md,OPEN,0,KEEP_CURRENT,No change,MOET inter-school transfer API P2 — Phase 3 K-12,GAP-200 GAP-061 GAP-326,K-12 MOET
GAP-341,phase-3/GAP-341-phocap-escalation-mandatory.md,OPEN,0,KEEP_CURRENT,No change,Phổ cập escalation mandatory P0 LEGAL — Phase 3 K-12,GAP-339 GAP-061,K-12 MOET LEGAL
GAP-342,phase-3/GAP-342-exam-retake-workflow.md,OPEN,0,KEEP_CURRENT,No change,Exam retake workflow P2 — Phase 3 K-12,GAP-328 GAP-331,K-12 exam
GAP-343,phase-3/GAP-343-hocba-bangtotnghiep-sealed-pdf-qr.md,OPEN,0,KEEP_CURRENT,No change,Học bạ+bằng tốt nghiệp sealed PDF QR P1 — Phase 3 K-12 LEGAL,GAP-055 GAP-320 GAP-319,K-12 MOET LEGAL
GAP-344,phase-3/GAP-344-school-closure-30y-archive.md,OPEN,0,KEEP_CURRENT,No change,School closure 30y archive P3 — Phase 3 K-12 LEGAL,GAP-319 GAP-433,K-12 LEGAL retention
GAP-345,phase-3/GAP-345-wave-17-k12-legal-trio-state-check-audit.md,PARTIAL,60,KEEP_CURRENT,No change,Wave 17 K-12 LEGAL trio state-check META audit; downstream fixes deferred,GAP-321 GAP-322 GAP-323 GAP-356,K-12 META audit
GAP-348,phase-2/GAP-348-round-3-ui-kits-persona-driven-review.md,PARTIAL,50,KEEP_CURRENT,No change,Round 3 UI kits Wave external reviews Bucket A+B shipped; full port quality gate Phase 2,GAP-272 GAP-176,UI kit external review
GAP-349,phase-3/GAP-349-track-2-phase-2-wave-pack-plan.md,OPEN,0,KEEP_CURRENT,No change,Track 2 Phase 2 wave-pack plan — kicks off Phase 2 production scope,GAP-266 GAP-270 GAP-273 GAP-271,Phase 2 entry plan
GAP-351,phase-3/GAP-351-shared-ui-semver-breaking-change-policy.md,OPEN,0,KEEP_CURRENT,No change,Shared UI semver breaking-change policy — gates Phase 2 component churn,GAP-273 GAP-349,Phase 2 gate policy
GAP-352,phase-2/GAP-352-wcag-third-party-audit-pre-production.md,OPEN,0,KEEP_CURRENT,No change,WCAG third-party audit pre-prod — gates Track 2 Phase 4,GAP-074 GAP-226 GAP-349,Phase 2/3 quality gate
GAP-354,phase-2/GAP-354-per-kit-bundle-budget.md,OPEN,0,KEEP_CURRENT,No change,Per-kit bundle budget P2 — Phase 2 performance,GAP-348 GAP-352,Phase 2 perf budget
GAP-355,phase-2/GAP-355-visual-regression-drift-policy.md,OPEN,0,KEEP_CURRENT,No change,Visual regression drift policy P2 — Phase 2 ops,GAP-227 GAP-272f,Phase 2 ops policy
GAP-359,phase-3/GAP-359-child-protection-phase-1c-remainder.md,OPEN,0,KEEP_CURRENT,No change,Child protection Phase 1C remainder P1 LEGAL — Phase 3 K-12,GAP-322c GAP-322,K-12 LEGAL completion
GAP-360,phase-3/GAP-360-multi-subject-gradebook-phase-1c-remainder.md,OPEN,0,KEEP_CURRENT,No change,Multi-subject gradebook Phase 1C remainder P1 — Phase 3 K-12,GAP-323c GAP-323 GAP-309,K-12 completion
GAP-361,phase-3/GAP-361-parent-portal-phase-1c-remainder.md,OPEN,0,KEEP_CURRENT,No change,Parent portal Phase 1C remainder P1 — Phase 3 K-12,GAP-321c GAP-321,K-12 completion
GAP-363,phase-2/GAP-363-kiteclass-student-polish-payments-persona-violation.md,PARTIAL,50,KEEP_CURRENT,No change,KC Student polish payments Wave 22 Option polish shipped; full Track 2 polish Phase 2,GAP-269 GAP-363b GAP-292,Track 2 polish blocking
GAP-363b,phase-2/GAP-363b-kiteclass-student-external-reaudit-delta-to-105.md,OPEN,0,KEEP_CURRENT,No change,KC Student external reaudit delta to 105 — Phase 2 kit avg target,GAP-363 GAP-348,Phase 2 quality target
GAP-364,phase-2/GAP-364-kitehub-admin-polish-school-profile-rebuild.md,PARTIAL,40,KEEP_CURRENT,No change,KH Admin polish school profile Wave 22 shipped; full polish Phase 2,GAP-364b GAP-271,Track 2 polish
GAP-364b,phase-2/GAP-364b-kitehub-admin-cross-screen-polish.md,OPEN,0,KEEP_CURRENT,No change,KH Admin cross-screen polish — Phase 2,GAP-364 GAP-271,Track 2 polish
GAP-415,phase-2/GAP-415-phase-2-eks-migration-plan.md,PARTIAL,50,KEEP_CURRENT,No change,Phase 2 EKS migration plan shipped; Terraform+Helm+rehearsal deferred Phase 1.5 mid-cycle,GAP-479 GAP-123 GAP-124 GAP-411,Phase 2 infra plan
GAP-433,phase-3/GAP-433-rules-md-5-attr-coverage-backfill.md,PARTIAL,40,KEEP_CURRENT,No change,Rules.md 5-attr coverage Phase 1 Wave 41 shipped; Phase 2/3 K-12 deferred,GAP-156 GAP-049 GAP-308,Business-logic META
GAP-479,phase-2/GAP-479-phase-2-eks-helm-batch.md,OPEN,0,KEEP_CURRENT,No change,Phase 2 EKS Helm batch — Phase 2 deploy,GAP-415 GAP-123 GAP-124,Phase 2 deploy
GAP-633,phase-2/GAP-633-vietqr-edupay-napas-partnership-phase-2.md,OPEN,0,KEEP_CURRENT,No change,VietQR EduPay NAPAS partnership Phase 2 pivot — outside-in audit 2026-05-18,GAP-635 GAP-298 GAP-315,Phase 2 payment scale partnership
GAP-635,phase-2/GAP-635-qr-installment-payment-support-phase-2.md,OPEN,0,KEEP_CURRENT,No change,QR installment payment Phase 2 — outside-in audit 2026-05-18,GAP-633 GAP-292 GAP-298,Phase 2 payment enrichment
