gap_id,filename,current_status,current_completion,verdict,recommended_action,evidence_summary,related_gaps,notes
GAP-546,phase-1-beta/GAP-546-silent-error-swallow-email-plain-text-fallback.md,OPEN,0,KEEP_CURRENT,Keep OPEN,Wave 78 audit P2; defer Wave 79+ batch,GAP-543,P2 polish backlog
GAP-562,phase-1-beta/GAP-562-rbac-role-separation-customer-vs-staff.md,PARTIAL,90,KEEP_CURRENT,Keep PARTIAL,Wave 79 Bucket B + Wave 80 Bucket C — V46 + PlatformRole + @PreAuthorize + FE RoleGuard; kitehub-branding @PreAuthorize defers Wave 81,GAP-561 GAP-562b,Strong PARTIAL; security-critical
GAP-562b,phase-1-beta/GAP-562b-fe-role-guard-and-preauthorize-extension.md,PARTIAL,85,KEEP_CURRENT,Keep PARTIAL,Wave 80 Bucket C — FE RoleGuard + 3 layouts + Sidebar + BE @PreAuthorize + audit log; 15+13 tests + 8 Playwright; kitehub-branding spring-security dep defer,GAP-562,Strong PARTIAL with concrete remaining items
GAP-537c,phase-1-beta/GAP-537c-user-manual-p2-p3-screenshots-tier2-annotation.md,PARTIAL,50,KEEP_CURRENT,Keep PARTIAL,Wave 86 Bucket C — 5 new manual pages + audit doc; live capture deferred to GAP-537c-followup,GAP-537 GAP-537c-followup-screenshot-capture,Properly tracked
GAP-537c-followup-screenshot-capture,phase-1-beta/GAP-537c-followup-screenshot-capture.md,OPEN,0,KEEP_CURRENT,Keep OPEN,Wave 86 PARTIAL exit-ramp; gated AWS stack restart (GAP-612),GAP-537c GAP-612,Gated on AWS restoration
GAP-566,phase-1-beta/GAP-566-wave-82-t3-small-ram-tuning-pm2-swapfile-memory-alarm.md,PARTIAL,60,KEEP_CURRENT,Keep PARTIAL,Wave 82 Bucket B 2026-05-15 — 2GB swap + memory alarm; PM2 hot-fix; repo source bugs via GAP-574,GAP-574,Properly tracked
GAP-567,phase-1-beta/GAP-567-wave-82-certbot-dns-01-cert-renewal-30d-expiry-monitor.md,PARTIAL,50,KEEP_CURRENT,Keep PARTIAL,Wave 82 Bucket B — wildcard cert acquired exp 2026-08-13; auto-renewal/CW publisher via GAP-572/573,GAP-572 GAP-573,Properly tracked
GAP-572,phase-1-beta/GAP-572-resend-secret-schema-mismatch-plus-leak-rotate.md,PARTIAL,40,KEEP_CURRENT,Keep PARTIAL,Phase 4 dual-schema fetch-secrets.sh shipped PR #1414; Phase 1 user rotate + Phase 5 per-vendor runbook still tracked,GAP-370 GAP-508 GAP-525,Properly tracked
GAP-573,phase-1-beta/GAP-573-cert-days-monitor-user-data-wiring.md,PARTIAL,50,KEEP_CURRENT,Keep PARTIAL,Terraform user_data extended + backfill script + plan clean; pending workflow trigger + SSM backfill,GAP-567,Properly tracked
GAP-579,phase-1-beta/GAP-579-soft-delete-restore-window.md,OPEN,0,KEEP_CURRENT,Keep OPEN,Wave 85 Bucket A persona audit cell 1.4; defer Wave 86,,Pre-GA Phase 2 polish
GAP-580,phase-1-beta/GAP-580-email-send-idempotency-key.md,OPEN,0,KEEP_CURRENT,Keep OPEN,Wave 85 Bucket A simulation cell 22; schema + pipeline defer Wave 86,,Trust-damage prevention
GAP-582,phase-1-beta/GAP-582-oauth-callback-idempotency-state-token-unique.md,PARTIAL,35,KEEP_CURRENT,Keep PARTIAL,AC#1 V51 oauth_attempts table + UNIQUE state_token shipped Wave 86; AC#2/3/4 deferred until OAuth controller exists,,Defensive scaffolding ahead of OAuth feature
GAP-583,phase-1-beta/GAP-583-rds-storage-alarm-wiring-resize-runbook.md,OPEN,0,KEEP_CURRENT,Keep OPEN,Wave 86 Bucket A simulation cell 8; t3.micro 20GB autoscale disabled,,P1 DevOps storage alarm
GAP-586,phase-1-beta/GAP-586-beta-invite-email-content-audit-p1-solo.md,PARTIAL,70,KEEP_CURRENT,Keep PARTIAL,Wave 86 docs-cluster audit + 3 template fixes applied; Mail-Tester live verify deferred Bucket G send,GAP-587,Properly tracked with audit doc
GAP-587,phase-1-beta/GAP-587-p3-invite-email-content-audit.md,PARTIAL,40,KEEP_CURRENT,Keep PARTIAL,Wave 86 docs-cluster audit shipped; 6 ACs deferred to GAP-587b Wave 87+,GAP-586 GAP-587b,Properly tracked
GAP-589,phase-1-beta/GAP-589-admin-resend-bounce-visibility-impersonate-readonly.md,PARTIAL,25,KEEP_CURRENT,Keep PARTIAL,Wave 86 docs-cluster spec planning shipped; multi-phase implementation Wave 87+/88+,,Properly tracked
GAP-590,phase-1-beta/GAP-590-email-link-expiry-policy-spec.md,PARTIAL,60,KEEP_CURRENT,Keep PARTIAL,Wave 86 docs-cluster spec doc shipped; code matches spec for Phase 1 BETA shipped scope; FE countdown + IT defer follow-up,,Properly tracked
GAP-595,phase-1-beta/GAP-595-landing-cta-hierarchy-demo-entry.md,OPEN,0,KEEP_CURRENT,Keep OPEN,Wave 86 Bucket A persona cell 1.3; defer Wave 87,,Persona-driven conversion path
GAP-596,phase-1-beta/GAP-596-landing-form-inline-validation-draft-preservation.md,OPEN,0,KEEP_CURRENT,Keep OPEN,Wave 86 Bucket A persona cell 1.5; defer Wave 87,,UX abandonment prevention
GAP-597,phase-1-beta/GAP-597-p2-invite-management-resend-revoke-reminder.md,OPEN,0,KEEP_CURRENT,Keep OPEN,Wave 86 Bucket A persona cell 3.5; defer Wave 87,,P2 invite management UX
GAP-598,phase-1-beta/GAP-598-p3-grade-edit-window-p2-unlock-recovery.md,OPEN,0,KEEP_CURRENT,Keep OPEN,Wave 86 Bucket A persona cell 4.5; defer Wave 87,,P3 daily ops recovery UX
GAP-599,phase-1-beta/GAP-599-jwt-tab-collide-storage-isolation.md,PARTIAL,85,KEEP_CURRENT,Keep PARTIAL,Wave 92 Bucket B PR #1515 — sessionStorage facade + 7 sites migrated + 17 unit tests + 3 two-tab sims PASS; live multi-tab verify pending GAP-612,GAP-612,Code shipped Wave 92; live verify gated AWS suspension
GAP-605,phase-1-beta/GAP-605-outbox-dispatcher-not-implemented.md,OPEN,0,KEEP_CURRENT,Keep OPEN,Wave 90 walkthrough P0; SubscriptionEventEmitter.emit writes outbox but no dispatcher; design-patterns 3.5.1 fast-path missing,GAP-608 GAP-606,P0 blocker beta cohort
GAP-606,phase-1-beta/GAP-606-email-template-admin-new-login-alert-missing.md,OPEN,0,KEEP_CURRENT,Keep OPEN,Wave 90 walkthrough — template file missing src; ~864K wasted RMQ messages over 24h since Wave 88,GAP-517 GAP-607,P0 + poison message blocker
GAP-607,phase-1-beta/GAP-607-rabbitmq-dlq-not-configured.md,OPEN,0,KEEP_CURRENT,Keep OPEN,Wave 90 walkthrough — sister GAP-606; EmailQueueConfig lacks DLX,GAP-606 GAP-144,Architecture-level risk
GAP-608,phase-1-beta/GAP-608-ec2-iam-ses-sendemail-missing.md,OPEN,0,UNCLEAR,Verify SES vs Resend pivot,IAM policy missing ses:SendEmail — but ADR-025 Stream A pivoted to Resend per GAP-370/533; SES may be defunct,GAP-370 GAP-533,Resend pivot may make this defunct; if Resend confirmed primary then OBSOLETE
GAP-609,phase-1-beta/GAP-609-fe-claim-code-redemption-page-missing.md,OPEN,0,KEEP_CURRENT,Keep OPEN,Wave 90 walkthrough user-flagged; BE endpoint ready since Wave 36 GAP-388; FE-only fix ~2h,GAP-388,Quick FE fix
GAP-610,phase-1-beta/GAP-610-validate-token-returns-not-found-for-valid-token.md,OPEN,0,KEEP_CURRENT,Keep OPEN,Wave 90 walkthrough + Wave 91 Bucket D PR #1490 defensive hardening; root cause pending live verify post-AWS-restore,GAP-611 GAP-612,Gated on AWS restoration
GAP-611,phase-1-beta/GAP-611-post-beta-signup-route-404.md,OPEN,0,KEEP_CURRENT,Keep OPEN,Wave 90 walkthrough + Wave 91 Bucket D PR #1490 + 2 gateway-filter regression tests; same root cause class as GAP-610,GAP-610 GAP-612,Gated on AWS restoration
GAP-612,phase-1-beta/GAP-612-aws-account-suspension-recovery.md,OPEN,0,KEEP_CURRENT,Keep OPEN,Wave 90 — AWS account 906286017800 suspended; Case 177903869600100 opened; awaits user-pasted AWS reply,,P0 blocking 7 walkthrough gaps + multiple live verifies
GAP-613,phase-1-beta/GAP-613-cloudwatch-free-tier-reduce-usage.md,OPEN,0,KEEP_CURRENT,Keep OPEN,Wave 90 — Free Tier alert 12h before suspension; hypothesis contributing trigger; cross-ref Wave 91 Bucket C,GAP-612 GAP-606,Cost + verification risk
GAP-620,phase-1-beta/GAP-620-wave-92-bucket-d-live-verify-admin-v1-controllers.md,OPEN,0,KEEP_CURRENT,Keep OPEN,Wave 92 closure scope-completeness orphan; gated GAP-612 AWS restoration; Bucket D AC #5 not executed,GAP-612 GAP-637,Live verify gated on AWS restore
GAP-621,phase-1-beta/GAP-621-wave-92-bucket-b-c-live-verify-prod-equivalent.md,OPEN,0,KEEP_CURRENT,Keep OPEN,Wave 92 closure scope-completeness orphan; gated GAP-612; CI Testcontainers passes,GAP-432 GAP-600 GAP-612,Prod-equivalent verify gated on AWS restore
GAP-622,phase-1-beta/GAP-622-pre-launch-readiness-blockers-consolidation.md,OPEN,0,KEEP_CURRENT,Keep OPEN,Wave 92 closure meta-improvements top 3; execute defer Wave 94+ post-release-2-plan-lock,,Meta consolidation tracking
GAP-623,phase-1-beta/GAP-623-beta-cohort-execution-plan.md,OPEN,0,KEEP_CURRENT,Keep OPEN,Wave 92 closure meta-improvements top 3; blocks BETA gate proof + thesis Chương 4 evidence,,Critical-path for BETA proof
GAP-637,phase-1-beta/GAP-637-admin-v1-controllers-preauthorize-missing.md,OPEN,0,KEEP_CURRENT,Keep OPEN,Wave 94c API Contract audit P0; admin v1 controllers lack @PreAuthorize; OWASP A01,GAP-638 GAP-620,Phase 1 BETA blocker per audit
GAP-638,phase-1-beta/GAP-638-admin-v1-api-contract-docs-typed-dtos.md,OPEN,0,KEEP_CURRENT,Keep OPEN,Wave 94c API Contract audit P1; 6 endpoints undocumented; typed DTOs needed,GAP-637,API contract drift admin v1
GAP-639,phase-1-beta/GAP-639-beta-access-aborted-enum-orphan-rules-md.md,OPEN,0,KEEP_CURRENT,Keep OPEN,Wave 94c Business Logic audit P1-1; ABORTED enum + scheduler shipped Wave 92 but rules.md not updated,GAP-600,Living Docs sync violation
GAP-640,phase-1-beta/GAP-640-admin-audit-domain-3-layer-docs-missing.md,OPEN,0,KEEP_CURRENT,Keep OPEN,Wave 94c Business Logic audit META P1-2; admin-audit/ domain folder missing; META P1 force-multiplier,GAP-521,META P1 per meta-gap-priority §3
GAP-641,phase-1-beta/GAP-641-admin-revenue-page-scaffold-only-wave-35-carry.md,OPEN,0,KEEP_CURRENT,Keep OPEN,Wave 94c UI audit P1; Admin Revenue page hardcoded 0đ; useAdminRevenue hook exists but not wired,,Wave 35 carry-forward
GAP-642,phase-1-beta/GAP-642-v54-jsonb-testcontainers-it-missing.md,OPEN,0,KEEP_CURRENT,Keep OPEN,Wave 94c Security audit P1-4 NEW; V54 JSONB Testcontainers IT missing; grace 2026-06-15,GAP-521,Test infra gap; production drift risk
GAP-644,phase-1-beta/GAP-644-scheduler-cloudwatch-drift-metric.md,OPEN,0,KEEP_CURRENT,Keep OPEN,Wave 94c Security audit P2-2 NEW; scheduler drift metric not emitted; Phase 1.5+ paid scale,GAP-600,P2 observability polish
